;Mkt-RF;SMB;HML;RMW;CMA;RF
20211005;0.69;-0.88;0.24;-0.09;-0.13;0.00
20211006;-0.18;-0.65;0.05;0.22;0.03;0.00
20211007;1.02;-0.13;-0.33;-0.11;-0.31;0.00
20211008;-0.09;0.12;0.61;0.05;0.47;0.00
20211011;-0.41;0.19;0.14;-0.08;0.14;0.00
20211012;-0.14;0.15;-0.12;-0.43;-0.31;0.00
20211013;0.63;0.15;-1.13;0.19;-0.79;0.00
20211014;1.37;-0.41;-0.60;0.31;-0.21;0.00
20211015;0.70;-0.30;-0.10;0.16;-0.12;0.00
20211018;0.15;-0.19;-0.13;0.24;-0.12;0.00
20211019;0.65;-0.11;-0.49;0.10;-0.23;0.00
20211020;0.39;-0.05;0.52;-0.02;0.33;0.00
20211021;0.05;-0.25;-0.64;0.19;-0.47;0.00
20211022;0.03;0.04;0.44;0.34;0.26;0.00
20211025;0.26;-0.14;0.10;-0.17;-0.35;0.00
20211026;0.17;-0.24;-0.46;0.09;-0.26;0.00
20211027;-0.57;-0.28;-0.57;0.57;-0.17;0.00
20211028;0.94;0.02;-0.65;-0.07;-0.35;0.00
20211029;-0.22;-0.29;-0.38;0.18;-0.18;0.00
20211101;0.78;0.87;0.24;-0.79;-0.24;0.00
20211102;0.01;-0.56;-0.32;0.38;0.03;0.00
20211103;0.64;0.38;-0.13;0.08;-0.32;0.00
20211104;0.31;-0.03;-1.01;0.72;-0.50;0.00
20211105;0.28;0.14;0.63;-0.05;0.71;0.00
20211108;0.18;0.09;0.25;-0.35;0.17;0.00
20211109;-0.28;-0.03;0.05;0.38;0.30;0.00
20211110;-1.03;-0.30;0.65;0.46;0.41;0.00
20211111;0.14;0.12;0.22;0.09;-0.16;0.00
20211112;0.71;-0.17;-0.68;0.26;-0.36;0.00
20211115;-0.05;-0.17;-0.07;0.31;0.03;0.00
20211116;0.12;-0.51;-0.57;0.18;-0.43;0.00
20211117;-0.29;-0.19;-0.33;0.52;0.02;0.00
20211118;0.05;-0.50;-0.41;0.71;-0.22;0.00
20211119;-0.39;-0.18;-0.97;0.85;-0.52;0.00
20211122;-0.58;-0.07;1.64;0.22;1.13;0.00
20211123;-0.25;-0.34;1.30;-0.07;0.99;0.00
20211124;-0.05;-0.51;0.02;-0.49;0.00;0.00
20211125;0.16;0.12;-0.09;-0.07;-0.02;0.00
20211126;-2.22;0.02;-1.02;0.74;-0.69;0.00
20211129;0.66;-1.03;-0.89;0.46;-0.54;0.00
20211130;-1.53;0.79;-0.78;0.17;-0.21;0.00
20211201;-0.70;0.24;0.92;0.87;0.95;0.00
20211202;0.71;-0.61;1.53;-0.66;0.79;0.00
20211203;-0.76;0.14;0.94;0.75;1.17;0.00
20211206;0.90;-0.44;1.07;-0.05;1.10;0.00
20211207;2.19;0.00;-1.49;-0.31;-1.07;0.00
20211208;0.39;0.17;-0.63;-0.31;-0.16;0.00
20211209;-0.83;-0.17;0.45;0.72;0.77;0.00
20211210;0.33;-0.62;0.33;0.78;0.75;0.00
20211213;-0.88;-0.01;-0.24;0.41;0.10;0.00
20211214;-0.79;-0.27;1.17;-0.20;0.42;0.00
20211215;1.18;-0.56;-0.87;0.39;-0.33;0.00
20211216;-0.26;0.27;1.37;-0.12;0.60;0.00
20211217;-0.89;0.45;-0.48;-0.74;-0.32;0.00
20211220;-1.22;-0.07;-0.31;0.31;0.13;0.00
20211221;1.80;-0.23;0.01;-0.67;-0.31;0.00
20211222;0.98;0.23;-0.69;0.35;-0.27;0.00
20211223;0.74;0.08;-0.09;-0.31;-0.22;0.00
20211224;-0.03;0.08;-0.02;-0.06;0.04;0.00
20211227;0.85;-0.49;-0.03;0.50;0.24;0.00
20211228;0.04;0.09;0.39;0.37;0.32;0.00
20211229;0.14;0.34;0.17;0.40;0.16;0.00
20211230;-0.12;0.14;-0.15;-0.36;-0.41;0.00
20211231;-0.12;0.35;0.40;0.04;0.34;0.00
20220103;0.34;-0.08;0.30;-0.73;0.08;0.00
20220104;0.17;-0.07;2.48;-0.45;1.59;0.00
20220105;-1.38;0.07;1.84;0.18;1.23;0.00
20220106;-0.51;-0.47;1.82;-0.80;0.68;0.00
20220107;-0.20;-0.25;1.49;-0.51;0.76;0.00
20220110;-0.46;-0.43;0.73;-0.55;0.39;0.00
20220111;0.93;-0.24;0.02;-0.60;0.01;0.00
20220112;0.65;0.23;-0.04;0.32;0.00;0.00
20220113;-1.01;0.62;2.07;-0.20;1.29;0.00
20220114;-0.38;-0.38;0.82;-0.50;0.80;0.00
20220117;0.15;-0.13;0.13;-0.05;0.06;0.00
20220118;-1.72;-0.03;0.63;0.30;0.67;0.00
20220119;-0.79;-0.12;-0.16;0.29;0.02;0.00
20220120;-0.59;0.22;-0.53;0.04;-0.22;0.00
20220121;-1.77;0.34;0.76;0.45;0.76;0.00
20220124;-0.60;-0.26;0.73;-0.08;0.35;0.00
20220125;-0.99;0.13;1.91;-0.65;1.11;0.00
20220126;-0.05;-0.27;-0.27;0.11;-0.17;0.00
20220127;-0.90;-1.10;1.08;0.21;1.00;0.00
20220128;1.52;-0.69;-1.17;0.47;-0.17;0.00
20220131;1.95;0.21;-2.13;-0.34;-1.72;0.00
20220201;0.99;0.17;0.03;-0.62;-0.27;0.00
20220202;0.72;-0.17;0.06;0.97;0.55;0.00
20220203;-1.84;0.61;2.07;-0.53;1.18;0.00
20220204;0.34;-0.42;-0.46;-0.76;-1.06;0.00
20220207;-0.02;0.29;0.65;-0.73;-0.03;0.00
20220208;0.59;-0.28;0.42;-0.02;-0.01;0.00
20220209;1.58;-0.04;-1.17;-0.25;-0.63;0.00
20220210;-1.15;0.57;0.72;-0.57;0.33;0.00
20220211;-1.46;0.87;1.63;-0.41;1.15;0.00
20220214;-0.91;-0.42;0.18;0.35;0.32;0.00
20220215;1.54;-0.01;-1.14;-0.13;-0.76;0.00
20220216;0.23;0.37;0.43;-0.06;0.51;0.00
20220217;-1.68;0.44;0.82;0.48;1.10;0.00
20220218;-0.85;0.06;0.63;0.42;0.57;0.00
20220221;-0.48;-0.34;0.27;0.16;0.19;0.00
20220222;-0.80;-0.07;0.07;0.10;-0.08;0.00
20220223;-1.30;0.74;0.65;-0.14;0.65;0.00
20220224;-0.03;-0.97;-1.84;0.17;-0.94;0.00
20220225;2.41;-0.13;-0.24;0.06;-0.22;0.00
20220228;-0.03;0.83;-1.01;0.11;-0.40;0.00
20220301;-1.67;0.53;-0.83;0.59;0.16;0.00
20220302;1.19;-0.66;0.57;0.16;0.45;0.00
20220303;-0.94;0.10;1.38;0.43;1.34;0.00
20220304;-1.80;-0.31;0.78;0.59;1.21;0.00
20220307;-2.78;0.51;0.99;-0.24;1.11;0.00
20220308;-0.53;0.34;0.40;-0.80;-0.10;0.00
20220309;3.11;-0.72;-1.47;-0.37;-1.65;0.00
20220310;-0.33;0.89;0.71;-0.08;0.28;0.00
20220311;-1.09;0.17;1.12;0.06;0.60;0.00
20220314;-0.41;-0.22;0.85;0.71;0.28;0.00
20220315;1.24;-1.12;-0.89;0.76;-0.45;0.00
20220316;2.75;-0.24;-1.60;-0.54;-1.86;0.00
20220317;1.48;0.21;-0.76;-0.48;-0.49;0.00
20220318;1.00;-0.35;-1.51;-0.03;-0.98;0.00
20220321;-0.18;-0.18;0.99;-0.17;0.98;0.00
20220322;1.06;-0.53;-0.30;-0.60;-0.82;0.00
20220323;-0.88;0.51;-0.04;-0.10;0.52;0.00
20220324;0.76;-0.85;-0.40;-0.08;0.08;0.00
20220325;0.23;-0.11;1.12;-0.05;0.99;0.00
20220328;0.31;-1.00;-0.79;0.42;-0.77;0.00
20220329;1.66;0.38;-1.45;-0.16;-1.04;0.00
20220330;-0.36;0.20;-0.04;0.29;0.38;0.00
20220331;-1.44;0.51;-0.12;-0.02;0.30;0.00
20220401;0.28;0.06;0.04;-0.59;-0.04;0.00
20220404;0.69;-0.16;-1.68;0.06;-1.02;0.00
20220405;-1.15;0.13;-0.08;0.58;0.23;0.00
20220406;-1.30;-0.14;1.04;0.14;1.01;0.00
20220407;0.02;-0.63;0.01;0.26;0.26;0.00
20220408;0.00;-0.02;1.21;-0.18;0.71;0.00
20220411;-1.27;0.24;1.24;-0.35;0.46;0.00
20220412;-0.44;0.23;0.31;-0.01;0.54;0.00
20220413;1.15;0.14;-0.55;-0.31;-0.18;0.00
20220414;-0.72;0.64;0.92;-0.25;0.75;0.00
20220415;-0.13;-0.19;0.12;-0.02;0.05;0.00
20220418;-0.31;-0.33;0.75;0.14;0.52;0.00
20220419;1.00;-0.54;-0.06;0.23;-0.26;0.00
20220420;0.39;0.38;1.01;0.13;0.86;0.00
20220421;-1.14;0.20;0.08;0.67;0.37;0.00
20220422;-2.46;0.51;0.24;-0.08;0.10;0.00
20220425;-0.26;-0.64;-0.99;0.57;-0.35;0.00
20220426;-2.35;0.61;1.16;0.00;1.17;0.00
20220427;-0.04;-0.71;0.10;0.22;0.52;0.00
20220428;1.67;-0.97;0.05;0.38;0.34;0.00
20220429;-2.02;1.67;0.39;-0.57;0.43;0.00
20220502;0.07;-0.42;-0.02;-0.25;-0.42;0.00
20220503;0.47;-0.14;1.27;-0.47;0.78;0.00
20220504;2.13;-0.82;0.37;0.10;0.51;0.00
20220505;-2.99;0.68;1.17;0.07;1.12;0.00
20220506;-0.94;-0.32;1.38;0.10;1.36;0.00
20220509;-3.13;0.10;1.30;1.51;0.89;0.00
20220510;0.11;-0.56;-0.62;0.01;0.05;0.00
20220511;-0.91;0.48;1.07;-0.10;0.70;0.00
20220512;-0.44;-0.28;0.19;-0.28;-0.05;0.00
20220513;2.49;-0.06;-1.51;-0.58;-1.16;0.00
20220516;-0.16;0.37;0.72;0.11;0.96;0.00
20220517;1.93;-0.04;-0.02;-0.39;-0.30;0.00
20220518;-2.89;1.48;1.14;-0.79;0.31;0.00
20220519;-0.28;0.50;-0.22;-0.71;-0.78;0.00
20220520;0.23;0.15;-0.33;0.10;0.02;0.00
20220523;1.69;-0.50;0.12;0.04;0.34;0.00
20220524;-0.88;-0.04;1.45;0.44;1.11;0.00
20220525;0.73;-0.42;0.45;-0.37;0.05;0.00
20220526;1.64;-0.57;-0.39;-0.06;-0.53;0.00
20220527;2.04;-0.53;-1.11;-0.02;-0.64;0.00
20220530;0.51;0.44;-0.70;0.10;-0.49;0.00
20220531;-0.87;-0.11;0.15;0.34;0.05;0.00
20220601;-0.78;0.20;0.86;-0.07;0.77;0.00
20220602;1.66;-0.42;-0.63;-0.12;-0.80;0.00
20220603;-1.21;0.84;0.43;-0.39;0.37;0.00
20220606;0.32;-0.24;0.33;-0.04;0.10;0.00
20220607;0.60;-0.26;0.47;-0.72;0.62;0.00
20220608;-0.82;0.19;-0.55;-0.38;-0.37;0.00
20220609;-2.14;0.53;0.33;0.32;0.19;0.00
20220610;-2.82;0.57;0.73;0.24;0.76;0.00
20220613;-3.67;0.21;0.71;0.58;0.58;0.00
20220614;-0.79;-0.50;0.57;0.00;0.30;0.00
20220615;1.38;-0.50;-0.82;-0.10;-1.01;0.00
20220616;-2.55;0.79;-0.05;0.36;-0.15;0.00
20220617;-0.21;-0.30;-1.50;0.28;-1.33;0.00
20220620;0.22;-0.31;0.12;-0.23;-0.11;0.00
20220621;1.71;-0.70;-0.25;-0.05;-0.12;0.00
20220622;-0.32;-0.22;-0.91;0.60;-0.85;0.00
20220623;0.41;-0.34;-2.17;0.95;-1.31;0.00
20220624;2.75;-0.81;-1.03;0.39;-0.48;0.00
20220627;0.21;0.71;0.56;-0.32;0.75;0.00
20220628;-1.29;0.70;1.70;-0.82;1.17;0.00
20220629;-0.53;-0.61;-0.54;0.92;-0.07;0.00
20220630;-0.95;0.35;-0.03;0.46;0.17;0.00
20220701;0.51;-0.51;-0.07;-0.49;0.08;0.00
20220704;0.20;-0.02;0.22;0.20;0.02;0.00
20220705;-0.49;0.06;-2.51;-0.37;-1.53;0.00
20220706;0.09;-0.44;-1.55;0.59;-0.40;0.00
20220707;1.72;0.21;-0.14;-0.13;-0.95;0.00
20220708;0.12;0.32;-0.07;0.04;-0.19;0.00
20220711;-1.36;-0.42;0.88;0.45;1.01;0.00
20220712;-0.63;0.17;0.58;-0.14;0.56;0.00
20220713;-0.37;0.31;-0.12;0.19;-0.16;0.00
20220714;-0.82;-0.16;-1.09;0.70;-0.08;0.00
20220715;1.73;-0.48;0.08;-0.09;-0.08;0.00
20220718;0.03;0.77;0.60;-0.06;-0.31;0.00
20220719;2.42;-0.37;0.10;-0.27;-0.44;0.00
20220720;0.66;0.61;-1.04;-0.30;-1.11;0.00
20220721;0.90;0.05;-1.48;0.28;-0.88;0.00
20220722;-0.64;0.24;0.49;0.54;0.65;0.00
20220725;0.10;-0.14;1.31;0.03;0.58;0.00
20220726;-1.10;0.21;0.76;-0.16;0.89;0.00
20220727;2.11;-0.48;-0.97;0.15;-0.98;0.00
20220728;1.22;0.19;-0.84;0.33;-0.84;0.00
20220729;1.29;-0.46;-0.31;0.74;-0.92;0.00
20220801;0.11;0.37;-0.18;-0.13;0.09;0.01
20220802;-0.91;-0.24;-0.31;-0.89;-0.19;0.01
20220803;1.19;-0.21;-1.47;-0.48;-0.71;0.01
20220804;0.25;0.41;-1.23;-0.05;-0.68;0.01
20220805;-0.36;0.15;0.62;-0.70;0.16;0.01
20220808;0.25;0.44;0.30;-0.42;0.05;0.01
20220809;-0.63;-0.47;1.14;0.33;0.95;0.01
20220810;2.11;0.23;-0.73;-0.32;-0.86;0.01
20220811;0.12;0.32;0.86;0.08;0.31;0.01
20220812;1.17;-0.19;-0.18;-0.26;-0.38;0.01
20220815;0.06;-0.43;-0.65;-0.14;0.01;0.01
20220816;0.16;-0.23;0.43;0.36;0.35;0.01
20220817;-0.80;-0.41;0.48;0.60;0.50;0.01
20220818;-0.06;-0.14;0.40;0.38;0.19;0.01
20220819;-1.33;-0.36;0.65;0.39;0.83;0.01
20220822;-1.91;0.05;0.75;-0.10;0.32;0.01
20220823;-0.13;0.32;0.64;-0.03;-0.05;0.01
20220824;0.26;0.16;-0.12;-0.62;-0.48;0.01
20220825;1.19;-0.17;-0.24;0.07;-0.34;0.01
20220826;-2.68;0.58;1.02;-0.07;0.65;0.01
20220829;-0.82;-0.40;0.97;-0.14;0.50;0.01
20220830;-0.79;0.24;-0.38;-0.15;0.05;0.01
20220831;-0.68;0.52;-0.28;-0.38;0.03;0.01
20220901;-0.83;-1.27;0.37;0.20;0.56;0.01
20220902;-0.30;0.24;0.68;-0.18;0.22;0.01
20220905;-0.20;-0.28;0.11;0.01;-0.04;0.01
20220906;-0.57;-0.26;-0.26;-0.07;-0.09;0.01
20220907;1.26;-0.59;-0.73;-0.57;-0.37;0.01
20220908;0.76;-0.03;-0.07;-0.63;-0.64;0.01
20220909;1.78;0.20;-0.42;0.10;-0.40;0.01
20220912;1.32;-0.03;-0.05;-0.02;-0.02;0.01
20220913;-3.56;0.76;1.12;-0.44;0.71;0.01
20220914;0.00;-0.37;0.27;-0.31;-0.17;0.01
20220915;-0.83;0.23;0.60;-0.55;0.33;0.01
20220916;-0.99;-0.19;0.46;0.48;0.63;0.01
20220919;0.46;-0.50;0.42;0.15;0.15;0.01
20220920;-1.13;0.03;0.05;0.11;0.38;0.01
20220921;-1.44;0.28;0.06;0.06;0.07;0.01
20220922;-1.10;-0.24;0.70;0.56;0.82;0.01
20220923;-2.25;-0.32;-0.72;0.08;-0.06;0.01
20220926;-1.38;-0.56;-0.85;0.20;-0.08;0.01
20220927;-0.03;0.25;-0.38;0.03;-0.58;0.01
20220928;1.77;-0.17;0.00;-0.27;-0.56;0.01
20220929;-1.51;0.52;0.39;0.19;0.55;0.01
20220930;-0.94;0.66;0.29;-0.44;-0.21;0.01
20221003;2.12;-0.57;0.66;0.42;0.16;0.01
20221004;3.57;0.04;-0.36;-0.42;-0.52;0.01
20221005;-0.51;-0.28;-0.18;0.36;0.09;0.01
20221006;-0.94;0.59;-0.11;-0.07;-0.36;0.01
20221007;-2.42;0.32;1.49;0.02;1.20;0.01
20221010;-0.79;-0.09;0.72;0.41;0.43;0.01
20221011;-0.89;0.07;0.14;0.14;0.50;0.01
20221012;-0.33;-0.14;-0.21;0.10;-0.10;0.01
20221013;1.87;-0.77;1.17;-0.04;0.71;0.01
20221014;-1.60;0.68;0.32;0.04;0.67;0.01
20221017;2.34;-0.60;-0.70;-0.46;-0.79;0.01
20221018;1.10;0.04;-0.46;-0.10;-0.15;0.01
20221019;-0.99;-0.42;0.85;0.41;0.75;0.01
20221020;-0.53;-0.01;0.02;-0.08;-0.03;0.01
20221021;1.70;-0.46;0.18;0.39;-0.23;0.01
20221024;0.80;-0.73;-0.19;0.79;0.11;0.01
20221025;1.88;0.44;-1.30;-0.25;-1.01;0.01
20221026;0.19;1.01;0.71;-0.48;0.33;0.01
20221027;-0.59;0.17;0.96;-0.57;0.41;0.01
20221028;1.33;-1.00;-0.25;0.08;0.63;0.01
20221031;-0.50;0.40;0.58;-0.34;0.16;0.01
20221101;0.10;0.43;0.67;-0.33;0.21;0.01
20221102;-1.95;0.34;0.99;-0.07;0.65;0.01
20221103;-1.10;0.20;0.97;-0.43;0.25;0.01
20221104;1.84;-0.08;0.57;0.73;0.30;0.01
20221107;0.94;0.07;-0.11;0.57;0.40;0.01
20221108;0.74;0.00;-0.68;0.27;-0.06;0.01
20221109;-1.76;0.11;0.17;0.27;0.54;0.01
20221110;5.03;-0.38;-2.36;0.19;-1.80;0.01
20221111;1.61;0.83;-1.55;0.37;-1.55;0.01
20221114;-0.81;-0.06;-0.01;0.25;0.31;0.01
20221115;0.86;-0.07;-0.28;-0.32;-0.29;0.01
20221116;-0.80;-0.42;0.39;0.37;0.72;0.01
20221117;-0.45;-0.05;0.29;0.43;0.68;0.01
20221118;0.33;-0.26;0.30;0.02;0.53;0.01
20221121;-0.64;-0.19;0.53;0.00;0.68;0.01
20221122;1.31;-0.27;0.63;0.31;0.00;0.01
20221123;0.84;0.13;-0.78;-0.14;-0.44;0.01
20221124;0.34;0.40;-0.15;-0.01;-0.18;0.01
20221125;-0.09;0.07;0.54;-0.18;0.22;0.01
20221128;-1.41;-0.17;-0.21;0.06;0.12;0.01
20221129;-0.12;0.11;0.98;-0.18;0.37;0.01
20221130;2.45;-0.81;-1.40;-0.12;-0.94;0.01
20221201;0.62;0.70;-1.10;0.25;-0.35;0.02
20221202;-0.15;0.37;-0.20;-0.16;0.12;0.02
20221205;-1.67;-0.09;-0.19;0.38;0.57;0.02
20221206;-1.24;-0.07;1.00;-0.01;0.63;0.02
20221207;-0.22;0.00;0.06;-0.07;0.04;0.02
20221208;0.57;-0.16;-0.59;-0.11;-0.25;0.02
20221209;-0.27;0.22;-0.22;0.24;-0.06;0.02
20221212;0.68;-0.70;-0.07;-0.08;0.11;0.02
20221213;1.14;0.33;-0.54;0.11;-0.40;0.02
20221214;-0.22;0.25;-0.23;0.15;-0.18;0.02
20221215;-2.59;0.29;1.28;-0.27;0.54;0.02
20221216;-1.05;0.47;0.36;-0.13;0.45;0.02
20221219;-0.70;-0.19;0.75;0.03;0.69;0.02
20221220;0.25;0.14;1.16;-0.57;0.63;0.02
20221221;1.19;-0.38;-0.18;0.27;-0.23;0.02
20221222;-1.10;0.55;0.46;-0.28;0.52;0.02
20221223;0.32;-0.26;0.89;0.25;0.39;0.02
20221226;0.05;0.08;0.04;0.01;0.02;0.02
20221227;-0.22;0.09;0.64;0.23;0.67;0.02
20221228;-1.00;0.01;-0.01;-0.33;0.03;0.02
20221229;1.51;0.21;-0.85;-0.21;-0.67;0.02
20221230;-0.20;0.62;0.05;-0.19;0.05;0.02
20230102;0.15;0.05;0.10;-0.02;-0.10;0.02
20230103;-0.38;-0.11;-0.06;-0.25;0.32;0.02
20230104;0.90;-0.41;0.05;-0.74;-0.14;0.02
20230105;-0.98;0.22;0.69;0.18;0.49;0.02
20230106;2.11;-0.32;-0.09;0.42;0.00;0.02
20230109;0.48;0.46;-0.82;0.01;-0.89;0.02
20230110;0.35;0.02;-0.23;-0.27;-0.23;0.02
20230111;1.00;-0.23;-0.65;0.28;-0.72;0.02
20230112;0.95;0.76;0.37;-0.54;-0.35;0.02
20230113;0.47;0.16;-0.17;-0.26;-0.22;0.02
20230116;-0.04;-0.04;-0.20;0.12;-0.03;0.02
20230117;0.03;0.08;-0.25;-0.01;-0.19;0.02
20230118;-0.84;0.62;-0.57;0.42;-0.29;0.02
20230119;-0.85;0.08;0.60;0.08;0.67;0.02
20230120;1.40;-0.41;-0.44;0.03;-0.39;0.02
20230123;0.98;-0.15;-0.86;0.01;-0.76;0.02
20230124;0.04;0.13;0.14;-0.04;0.13;0.02
20230125;0.08;0.03;0.47;-0.21;0.26;0.02
20230126;0.71;-0.48;-0.15;0.15;-0.35;0.02
20230127;0.26;0.13;-0.48;-0.23;-0.66;0.02
20230130;-1.06;0.08;0.49;0.00;0.59;0.02
20230131;0.99;-0.03;0.25;-0.07;-0.09;0.02
20230201;1.09;0.32;-1.03;-0.02;-0.69;0.02
20230202;1.00;0.14;-2.21;0.49;-1.47;0.02
20230203;-1.02;-0.24;0.28;0.21;0.53;0.02
20230206;-0.90;-0.39;0.53;-0.04;0.48;0.02
20230207;0.95;-0.39;0.20;0.07;-0.01;0.02
20230208;-0.71;0.20;0.42;-0.29;0.07;0.02
20230209;-0.46;0.09;0.09;0.14;0.11;0.02
20230210;-0.24;-0.43;1.37;0.04;0.68;0.02
20230213;0.91;-0.45;-0.50;0.27;-0.12;0.02
20230214;0.15;0.08;-0.29;-0.21;-0.56;0.02
20230215;0.13;-0.18;-0.45;-0.46;-0.37;0.02
20230216;-0.80;0.57;0.57;0.20;0.59;0.02
20230217;-0.29;0.10;0.34;-0.18;0.46;0.02
20230220;0.02;0.08;0.24;0.03;0.01;0.02
20230221;-1.62;-0.03;0.61;0.08;0.64;0.02
20230222;-0.33;-0.27;-0.13;-0.14;-0.02;0.02
20230223;0.29;0.17;0.04;0.04;-0.17;0.02
20230224;-1.10;0.10;0.89;-0.08;0.59;0.02
20230227;0.60;0.11;0.08;-0.09;-0.06;0.02
20230228;-0.33;0.45;-0.41;-0.15;-0.26;0.02
20230301;-0.05;0.46;0.50;0.03;0.44;0.02
20230302;0.32;-0.62;-0.22;0.20;0.10;0.02
20230303;1.48;-0.17;-0.45;0.02;-0.38;0.02
20230306;0.04;-0.59;-0.23;0.31;0.00;0.02
20230307;-1.50;0.25;-0.10;-0.07;0.04;0.02
20230308;0.01;0.00;-0.08;0.11;0.04;0.02
20230309;-1.09;0.42;-0.47;0.59;0.31;0.02
20230310;-1.45;-0.26;0.25;0.58;0.62;0.02
20230313;-0.51;-0.32;-2.15;0.62;-0.62;0.02
20230314;1.06;-0.85;-0.61;0.05;-0.37;0.02
20230315;-1.52;0.01;-1.32;0.40;-0.20;0.02
20230316;1.39;-0.80;-0.97;0.25;-0.48;0.02
20230317;-0.72;0.42;-1.10;0.74;-0.26;0.02
20230320;0.74;-0.79;0.71;0.13;0.49;0.02
20230321;1.28;-0.33;0.41;-0.39;-0.36;0.02
20230322;-0.68;0.34;-0.33;0.57;0.05;0.02
20230323;0.10;0.05;-1.13;0.43;-0.58;0.02
20230324;-0.20;-0.21;0.02;0.07;0.35;0.02
20230327;0.47;-0.01;0.88;-0.36;0.40;0.02
20230328;0.11;0.03;0.73;-0.09;0.30;0.02
20230329;1.18;-0.46;-0.29;-0.16;-0.33;0.02
20230330;0.79;-0.02;-0.40;0.30;-0.15;0.02
20230331;1.05;-0.21;-0.47;-0.17;-0.53;0.02
